id_question,question,option1,option2,option3,option4,option5,option6,label,level
144967_2,"توفي عن زوجة، وأربع بنات، وأربعة أبناء أخ شقيق.
ما نصيب البنات الأربع بالفرض مجتمعات؟",A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) الثمن,C,Beginner
150557_4,"توفي عن زوجة، وستة أبناء، وثلاث بنات.
كم عدد أسهم كل بنت من مجموع الأسهم؟",A) خمسة أسهم,B) ستة أسهم,C) سبعة أسهم,D) ثمانية أسهم,E) تسعة أسهم,F) عشرة أسهم,C,Intermediate
193949_4,توفي عن: 6 ابن أخ شقيق، 2 بنت، 1 زوجة. كم عدد أسهم البنتين الإجمالي من أصل المسألة؟,A) 48,B) 96,C) 64,D) 72,E) 80,F) 100,B,Intermediate
2023_4,توفي عن زوجة و 3 ذكور و 2 من الإناث: ما هو نصيب الزوجة من المبلغ الكلي؟,A) الربع,B) السدس,C) النصف,D) الثمن,E) الثلث,F) الربع الثمن,D,Beginner
128259_2,"توفي عن: زوجة (1)، أب، جدة (أم الأم)، جدة (أم الأب)، أخت شقيقة (1).
ما هو نصيب الجدتين (أم الأم وأم الأب) مجتمعتين؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) لا شيء,D,Beginner
119767_4,توفي عن زوجة، وابنتان، وأم، وأب، وأخ شقيق، وأخت شقيقة: ما نصيب الأم بالكسر؟,A) الثمن,B) الربع,C) السدس,D) النصف,E) الثلث,F) الثلثان,C,Beginner
129104_4,"توفي عن 2 بنت، 1 بنت ابن، 4 ابن ابن.
كم سهماً لكل ابن ابن من مجموع سبعة وعشرين سهماً؟",A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) تسعة أسهم,B,Intermediate
137167_1,توفي عن أخت شقيقة، وعم شقيق للأب، وعم للأب. ما هو النصيب النهائي لكل وارث من التركة؟,A) الأخت الشقيقة: الكل، العم الشقيق للأب: لا شيء، العم للأب: لا شيء.,B) الأخت الشقيقة: النصف، العم الشقيق للأب: النصف، العم للأب: لا شيء.,C) الأخت الشقيقة: الثلث، العم الشقيق للأب: الثلثين، العم للأب: لا شيء.,D) الأخت الشقيقة: النصف، العم الشقيق للأب: لا شيء، العم للأب: النصف.,E) الأخت الشقيقة: النصف، العم الشقيق للأب: النصف، العم للأب: السدس.,F) الأخت الشقيقة: الثلثين، العم الشقيق للأب: الثلث، العم للأب: لا شيء.,B,Advanced
479758_12,"توفي عن: 3 أبناء، أب، أم، 1 بنت، 1 زوجة وهي حامل.
على كم سهماً يقسم الباقي الموقوف إذا ظهر أن الحمل ذكر وأنثى؟",A) 7 أسهم,B) 8 أسهم,C) 9 أسهم,D) 10 أسهم,E) 11 سهماً,F) 12 سهماً,D,Intermediate
321478_1,"توفيت عن زوج، أخ شقيق، أخ من الأم، جدة (أم الأم)، أخت شقيقة.
ما هو نصيب الزوج؟",A) الربع,B) الثمن,C) النصف,D) السدس,E) الثلث,F) لا يرث,C,Beginner
192913_3,"توفي عن: (ابن ابن) العدد 1 (أخ شقيق) العدد 1
هل يرث الأخ الشقيق؟",A) نعم، يرث بالفرض,B) نعم، يرث بالتعصيب,C) نعم، يرث بالرد,D) لا، لا يرث,E) نعم، يرث بالولاء,F) نعم، يرث بالرحم,D,Beginner
232741_7,توفي عن: 4 أخ شقيق، أم، 1 زوجة، 2 أخت شقيقة. كم مجموع الأسهم التي قسمت عليها التركة؟,A) 60,B) 90,C) 100,D) 120,E) 150,F) 180,D,Intermediate
324886_7,"توفي عن: ابن ابن 1، ابن أخ شقيق 1، بنت 2، بنت ابن 5
هل يرث ابن الأخ الشقيق؟",A) نعم، يأخذ الباقي تعصيباً,B) نعم، يأخذ السدس فرضاً,C) نعم، يأخذ الربع فرضاً,D) نعم، يأخذ سهماً واحداً,E) لا شيء له,F) نعم، يأخذ سهمين,E,Intermediate
193139_3,"توفي عن ابن وأم وزوجة.
ما نصيب الابن؟",A) السدس,B) الثمن,C) النصف,D) الربع,E) الثلث,F) الباقي تعصيبا,F,Beginner
399967_9,"توفي عن زوجة، وابنين، وبنتين، وأوصى بشراء منزل لوارثيه (الزوجة والأخت)
إذا لم يرض أحد الورثة بإمضاء الوصية، فما حقه في نصيبه من التركة؟",A) يتم خصم جزء من نصيبه لشراء المنزل,B) يتم حرمانه من الميراث,C) يتم إعطاؤه جزءًا أقل من نصيبه,D) له الحق في أخذ نصيبه من التركة كاملًا موفورًا,E) يتم إعطاؤه نصيبه بعد خصم قيمة المنزل,F) ليس له الحق في الاعتراض على الوصية,D,Beginner
257497_5,توفي عن بنت واحدة وابني أخ شقيق: كم عدد الأسهم التي تقسم عليها التركة؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) ستة أسهم,F) ثمانية أسهم,D,Intermediate
335953_4,"توفي عن: زوجة (1)، ابن (3)، أخ شقيق (2)، أخ من الأب (1).
كم عدد الأسهم الإجمالية للأبناء الثلاثة من أصل المسألة المصحح؟",A) تسعة عشر سهماً,B) عشرون سهماً,C) واحد وعشرون سهماً,D) اثنان وعشرون سهماً,E) ثلاثة وعشرون سهماً,F) أربعة وعشرون سهماً,C,Intermediate
158881_3,"توفي عن أم، وزوجة، وأربع بنات، وشقيقان، وثلاث شقيقات.
ما نصيب البنات الأربع مجتمعات؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) الثلثان,F,Beginner
217699_1,توفي عن زوجة، و3 بنات، وأخت شقيقة، و2 ابن أخ شقيق. ما هو النصيب النهائي لكل وارث من التركة؟,A) الزوجة: تسعة أسهم، البنات: ثمانية وأربعون سهمًا، الأخت الشقيقة: خمسة عشر سهمًا، ابنا الأخ الشقيق: لا شيء.,B) الزوجة: ثمانية أسهم، البنات: تسعة وأربعون سهمًا، الأخت الشقيقة: خمسة عشر سهمًا، ابنا الأخ الشقيق: لا شيء.,C) الزوجة: تسعة أسهم، البنات: ثمانية وأربعون سهمًا، الأخت الشقيقة: أربعة عشر سهمًا، ابنا الأخ الشقيق: سهم واحد.,D) الزوجة: عشرة أسهم، البنات: سبعة وأربعون سهمًا، الأخت الشقيقة: خمسة عشر سهمًا، ابنا الأخ الشقيق: لا شيء.,E) الزوجة: تسعة أسهم، البنات: خمسون سهمًا، الأخت الشقيقة: ثلاثة عشر سهمًا، ابنا الأخ الشقيق: لا شيء.,F) الزوجة: تسعة أسهم، البنات: ثمانية وأربعون سهمًا، الأخت الشقيقة: خمسة عشر سهمًا، ابنا الأخ الشقيق: سهمان.,A,Advanced
192899_9,"توفي عن أم، زوجة، 9 بنات، 2 ابن، 2 أخت شقيقة، والحفيد الموصى له.
كم سهمًا للأم من مجموع السهام؟",A) 17,B) 34,C) 52,D) 39,E) 68,F) 153,C,Intermediate
263311_1,توفي عن: 3 أبناء، أم، 3 بنات. ما نصيب الأم؟,A) النصف,B) الربع,C) الثلث,D) السدس,E) الثمن,F) لا شيء,D,Beginner
131561_1,"توفي عن 4 ابن، 5 بنت، 1 زوجة
ما نصيب الزوجة؟",A) الربع,B) السدس,C) الثمن,D) النصف,E) الثلث,F) لا ترث,C,Beginner
241966_4,توفيت عن زوج و3 أبناء و3 بنات: كم عدد أسهم كل ابن؟,A) 1,B) 2,C) 3,D) 4,E) 0,F) 0.5,B,Intermediate
494425_2,"توفي عن ابن واحد وبنتين وأخوين شقيقين وابن أخ شقيق وابن عم شقيق وأختين شقيقتين.
ما هو نصيب البنت الواحدة من التركة؟",A) 1/4 التركة,B) 1/3 التركة,C) 1/2 التركة,D) 2/3 التركة,E) جميع التركة,F) لا شيء,A,Advanced
104343_3,هل يرث الولد الذي قتل والده عمدا من الدية؟,A) نعم، يرث نصيبه كاملا من الدية.,B) نعم، يرث جزءا من الدية.,C) لا يرث من الدية.,D) يرث من الدية فقط إذا كان القتل خطأ.,E) يرث من الدية فقط إذا كان تحت سن البلوغ.,F) يرث من الدية فقط إذا سمح القانون بذلك.,C,Beginner
127264_4,"توفي عن زوجة، وأربعة أولاد، وثمان بنات، وأربعة أبناء ابن، وسبع بنات ابن، وثلاثة إخوة أشقاء، وأختان شقيقتان، وعشرة أبناء أخ شقيق.
ما حالة بنات الابن؟",A) يرثن بالتعصيب,B) يرثن بالفرض,C) محجوبات,D) يرثن السدس تكملة للثلثين,E) يرثن النصف,F) يرثن الباقي,C,Beginner
217762_3,"توفيت عن: 3 أبناء، أب، 4 أخ شقيق، 1 أخ من الأب، 1 عم (شقيق للأب)، زوج، 4 أخت شقيقة، 1 أخت من الأب.
ما هو نصيب الأبناء الثلاثة مجتمعين؟",A) النصف,B) الربع,C) الثمن,D) السدس,E) الثلث,F) الباقي تعصيبًا,F,Beginner
188451_4,"توفي عم ولم يترك إلا أخوات شقيقات أو لأب وأبناء أخ.
ما نصيب الأخوات من التركة؟",A) النصف,B) الثلث,C) الثلثان,D) الربع,E) السدس,F) لا يرثن,C,Beginner
344023_1,"توفي عن أب، وله أخت وأخ.  تم إبرام عقد بين الأخ والأخت قبل وفاة الأب بخصوص ميراث الأخت في بيت الأبوين، وسداد الأخ قيمة هذا الميراث لأخته في حياة الأبوين.
ما وضع العقد الذي تم بين الأخ والأخت بخصوص ميراث الأخت في بيت الأبوين والذي كان سينفذ بعد وفاة الأبوين؟",A) عقد صحيح ونافذ ,B) عقد صحيح ولكنه موقوف على وفاة الأم ,C) عقد باطل ولا اعتبار له,D) عقد صحيح ولكنه يحتاج إلى إذن الأم ,E) عقد صحيح ولكنه يحتاج إلى إذن باقي الورثة,F) عقد صحيح إذا كانت الأخت محتاجة للمال ,C,Beginner
52128_2,"توفي رجل ولم يوجد له وارث عاصب أو ذو رحم.
إلى من تذهب تركته إذا كان بيت المال منتظما؟",A) ذوي الأرحام,B) الفقراء والمساكين,C) مصالح المسلمين العامة,D) البنك الأجنبي,E) لا أحد يرثه,F) بيت المال,F,Beginner
204322_8,توفيت عن خمس أخوات شقيقات، وسبعة إخوة من الأب، وأربع أخوات من الأب، وأخت من الأم، وأخ من الأم. كم عدد الأسهم المخصصة لكل واحد من الأخ من الأم والأخت من الأم؟,A) سهم واحد,B) سهمان,C) ثلاثة أسهم,D) أربعة أسهم,E) خمسة أسهم,F) ستة أسهم,E,Intermediate
105197_2,"توفي عن خمسة أولاد وبنت
ما نصيب البنت من التركة مقسوماً على عدد الأسهم الكلي؟",A) 1/11,B) 2/11,C) 1/6,D) 1/5,E) 1/2,F) 1/3,A,Intermediate
196225_6,توفيت عن 5 أخ شقيق، زوج، 4 بنت، وقسمت التركة على ستين سهما: كم سهما للبنات جماعة؟,A) عشرة أسهم,B) خمسة عشر سهما,C) عشرون سهما,D) ثلاثون سهما,E) أربعون سهما,F) خمسون سهما,E,Intermediate
147635_4,توفيت عن زوج وبنت: على كم سهما تقسم التركة؟,A) سهمان,B) ثلاثة أسهم,C) أربعة أسهم,D) خمسة أسهم,E) ستة أسهم,F) ثمانية أسهم,C,Intermediate
76264_3,"توفي محمود عن أخيه عبد الرحمن وأبناء أخيه المتوفى أحمد.
ما هو نصيب أبناء أحمد من تركة عمهم محمود؟",A) النصف,B) الثلث,C) السدس,D) جميع التركة,E) لا شيء,F) الربع,E,Beginner
466021_4,"توفيت عن زوج، وثلاث بنات، وأربع أخوات شقيقات.
كم نصيب كل أخت شقيقة من أصل المسألة 144؟",A) 1,B) 2,C) 3,D) 4,E) 6,F) 12,C,Advanced
225469_5,"توفي عن: زوجة، أم، أخ شقيق، أخ من الأب، أخ من الأم، أختان شقيقتان.
كم سهماً للأم من أصل ثمانية وأربعين سهماً؟",A) 6,B) 8,C) 10,D) 12,E) 16,F) 24,B,Intermediate
135846_6,"توفي عن: (ابن) العدد 3، (أب)، (أخ شقيق) العدد 2، (ابن أخ شقيق) العدد 4، (عم ( شقيق للأب )) العدد 1، (ابن عم شقيق) العدد 2، (أم)، (زوجة) العدد 1
ما نصيب ابن الأخ الشقيق؟",A) السدس,B) الثمن,C) الباقي,D) لا شيء,E) الثلث,F) النصف,D,Beginner
